article_id,review_id,eppi_id,citation,authors,title,year,type,journal,country,region,location,mine,latitude,longitude,unique_mine,metals,multiple_metals,metals_all,mine_type,stage_prospecting,stage_exploration,stage_construction,stage_operation,stage_decommissioning_closure,stage_postclosure,stage_remediation,stage_abandonment,stage_expansion,comment,study_design,study_design_comments,comparator,setting,context,population_description,population_system,affected_system,affected_component,affected_factor,impact_pathway,mitigation,mitigation_description,mitigation_focal_impact,outcome_measured,outcome_category,data_type,data_source,notes,link
98,AS,,"Munkittrick KR, Miller PA, Barton DR, and Dixon DG. 1991. Altered performance of white sucker populations in the Manitouwadge chain of lakes is associated with changes in benthic macroinvertebrate communities as a result of copper and zinc contamination. Ecotoxicology and Environmental Safety. 21: 318-326.","Munkittrick KR, Miller PA, Barton DR, and Dixon DG",Altered performance of white sucker populations in the Manitouwadge chain of lakes is associated with changes in benthic macroinvertebrate communities as a result of copper and zinc contamination,1991,Article,Ecotoxicology and Environmental Safety,Canada,Ontario,Manitouwadge,NS,49.162334,-85.7776397,NS,Multiple,Copper; Zinc,Copper; Zinc,Unclear,N,N,N,Y,N,N,N,N,N,,CI,White sucker collected from the Manitouwadge chain of lakes contaminated with copper and zinc from a mixed metal mine relative to reference sites,Reference site/population,Field + Lab analysis,in situ,White sucker (Catostomus commersoni) collected from the Manitouwadge chain,Environmental,4-Biodiversity,4B-Fauna,4B-Individual species,An active Cu-Zn mine ,no,N/A,N/A,Tissue levels of Cu and Zn,Metal concentration,Quantitative,Table 2,,http://scholar.google.co.uk/scholar?q=Altered+performance+of+white+sucker+populations+in+the+Manitouwadge+chain+of+lakes+is+associated+wit&btnG=&hl=en&as_sdt=0%2C5
98,AS,,"Munkittrick KR, Miller PA, Barton DR, and Dixon DG. 1991. Altered performance of white sucker populations in the Manitouwadge chain of lakes is associated with changes in benthic macroinvertebrate communities as a result of copper and zinc contamination. Ecotoxicology and Environmental Safety. 21: 318-326.","Munkittrick KR, Miller PA, Barton DR, and Dixon DG",Altered performance of white sucker populations in the Manitouwadge chain of lakes is associated with changes in benthic macroinvertebrate communities as a result of copper and zinc contamination,1991,Article,Ecotoxicology and Environmental Safety,Canada,Ontario,Manitouwadge,NS,49.162334,-85.7776397,NS,Multiple,Copper; Zinc,Copper; Zinc,Unclear,N,N,N,Y,N,N,N,N,N,,CI,White sucker collected from the Manitouwadge chain of lakes contaminated with copper and zinc from a mixed metal mine relative to reference sites,Reference site/population,Field + Lab analysis,in situ,Major groups of invertebrates and chironomids,Environmental,4-Biodiversity,4B-Fauna,4B-Species groups,An active Cu-Zn mine ,no,N/A,N/A,Mean abundance,Species biomass/distribution,Quantitative,Table 3,,http://scholar.google.co.uk/scholar?q=Altered+performance+of+white+sucker+populations+in+the+Manitouwadge+chain+of+lakes+is+associated+wit&btnG=&hl=en&as_sdt=0%2C5
210,AS,,"Hamoutene D, Payne JF, French B, Veinott G, and Fancey L. 2002. Effect of copper mine tailings on lipid peroxidation, DNA damage and histopathology in soft-shell clams (Mya arenaria) at Little Bay, Newfoundland. Can. Tech. Rep. Fish. Aquat. Sci. 2436: iv + 12p.","Hamoutene D, Payne JF, French B, Veinott G, and Fancey L","Effect of copper mine tailings on lipid peroxidation, DNA damage and histopathology in soft-shell clams (Mya arenaria) at Little Bay, Newfoundland",2002,Report,N/A,Canada,Newfoundland & Labrador,Little Bay Arm ,Little Bay,49.5689125,-56.0042147,Little Bay,Copper,N/A,Copper,Unclear,N,N,N,N,N,N,N,Y,N,"""Former copper mine near Little Bay""",CI,"Assessed the extent of lipid peroxidation, DNA damage and catalase activity in clams collected for two consectutive years from Little Bay site and two reference sites",Reference site/population,Field + Lab analysis,in situ,Soft-shell clames (Mya arenaria),Environmental,4-Biodiversity,4B-Fauna,4B-Individual species,"Tailings pond dam at the site of a former copper mine near Little Bay, Newfoundland ruptured and tailings spilled into Little Bay arm.",no,N/A,N/A,Cu concentration; DNA damage,Metal concentration,Quantitative,Table 2-3,,"http://scholar.google.co.uk/scholar?q=Effect+of+copper+mine+tailings+on+lipid+peroxidation,+DNA+damage+and+histopathology+in+soft-shell+cl&btnG=&hl=en&as_sdt=0%2C5"
43,AS,,Austin A and Munteanu N. 1984. Evaluation of changes in a large oligotrophic wilderness park lake exposed to mine tailings effluent for 14 years: The periphyton. Environmental Pollution (Series A) 33: 39-62.,Austin A and Munteanu N,Evaluation of changes in a large oligotrophic wilderness park lake exposed to mine tailings effluent for 14 years: The periphyton,1983,Article,Environmental Pollution,Canada,British Columbia,Buttle Lake,Myra Falls,49.576039,-125.6057699,Myra Falls,Multiple,Copper; Lead; Zinc,Copper; Lead; Zinc,Open pit,N,N,N,N,N,Y,N,N,N,,BA,Sampling in a large lake prior to and after 14 years of mine tailing input,Same site/pop- Before,Field + Lab analysis,in situ,Phytoplankton communities,Environmental,4-Biodiversity,4A-Flora,4A-Species distribution,Mine tailings input,no,N/A,N/A,Relative abundance,Species biomass/distribution,Quantitative,Figure 4,,http://scholar.google.co.uk/scholar?q=Evaluation+of+changes+in+a+large+oligotrophic+wilderness+park+lake+exposed+to+mine+tailings+effluent&btnG=&hl=en&as_sdt=0%2C5
43,AS,,Austin A and Munteanu N. 1984. Evaluation of changes in a large oligotrophic wilderness park lake exposed to mine tailings effluent for 14 years: The periphyton. Environmental Pollution (Series A) 33: 39-62.,Austin A and Munteanu N,Evaluation of changes in a large oligotrophic wilderness park lake exposed to mine tailings effluent for 14 years: The periphyton,1983,Article,Environmental Pollution,Canada,British Columbia,Buttle Lake,Myra Falls,49.576039,-125.6057699,Myra Falls,Multiple,Copper; Lead; Zinc,Copper; Lead; Zinc,Open pit,N,N,N,N,N,Y,N,N,N,,BA,Sampling in a large lake prior to and after 14 years of mine tailing input,Same site/pop- Before,Field + Lab analysis,in situ,Zooplankton communities,Environmental,4-Biodiversity,4B-Fauna,4B-Species distribution,Mine tailings input,no,N/A,N/A,Relative abundance,Species biomass/distribution,Quantitative,Figure 4,,http://scholar.google.co.uk/scholar?q=Evaluation+of+changes+in+a+large+oligotrophic+wilderness+park+lake+exposed+to+mine+tailings+effluent&btnG=&hl=en&as_sdt=0%2C5
133,AS,,"Deniseger J, Austin A, and Lucey WP. 1986. Periphyton communities in a pristine mountain stream above and below heavy metal mining operations. Freshwater Biology. 16:209-218.","Deniseger J, Austin A, and Lucey WP",Periphyton communities in a pristine mountain stream above and below heavy metal mining operations,1986,Article,Freshwater Biology,Canada,British Columbia,Myra Creek,Myra Falls,49.576039,-125.6057699,Myra Falls,Multiple,Copper; Lead; Zinc,Copper; Lead; Zinc,Open pit,N,N,N,N,N,Y,N,N,N,,CI,"Examines relatively remote creek subject to minimal perturbation prior to lead-zinc-copper mine in 1967, investigation seeks to elucidate the effects of chronic exposure of periphyton to heavy metals through the use of an unperturbed control site and contaminated site",Reference site/population,Field + Lab analysis,in situ,Myra Creek water chemistry,Environmental,2-Water,2A-Surface water,2A-Quality ,Lead-zinc-copper mine contamination,no,N/A,N/A,Water chemistry and heavy metal concentrations,Water quality,Quantitative,Table 1,,http://scholar.google.co.uk/scholar?q=Periphyton+communities+in+a+pristine+mountain+stream+above+and+below+heavy+metal+mining+operations&btnG=&hl=en&as_sdt=0%2C5
133,AS,,"Deniseger J, Austin A, and Lucey WP. 1986. Periphyton communities in a pristine mountain stream above and below heavy metal mining operations. Freshwater Biology. 16:209-218.","Deniseger J, Austin A, and Lucey WP",Periphyton communities in a pristine mountain stream above and below heavy metal mining operations,1986,Article,Freshwater Biology,Canada,British Columbia,Myra Creek,Myra Falls,49.576039,-125.6057699,Myra Falls,Multiple,Copper; Lead; Zinc,Copper; Lead; Zinc,Open pit,N,N,N,N,N,Y,N,N,N,,CI,"Examines relatively remote creek subject to minimal perturbation prior to lead-zinc-copper mine in 1967, investigation seeks to elucidate the effects of chronic exposure of periphyton to heavy metals through the use of an unperturbed control site and contaminated site",Reference site/population,Field + Lab analysis,in situ,Myra Creek periphyton community,Environmental,4-Biodiversity,4A-Flora,4A-Species groups,Lead-zinc-copper mine contamination,no,N/A,N/A,Taxonomic representation,Species biomass/distribution,Quantitative,Figure 3 and Table 2,,http://scholar.google.co.uk/scholar?q=Periphyton+communities+in+a+pristine+mountain+stream+above+and+below+heavy+metal+mining+operations&btnG=&hl=en&as_sdt=0%2C5
274,AS,,"Austin A, Deniseger J, and Clark MJR. 1985. Lake algal populations and physico-chemical changes after 14 years input of metallic mining wastes. Water Res. 19(3): 299-308","Austin A, Deniseger J, and Clark MJR",Lake algal populations and physico-chemical changes after 14 years input of metallic mining wastes,1985,Article,Water Resources,Canada,British Columbia,Buttle Lake,Myra Falls,49.576039,-125.6057699,Myra Falls,Multiple,Copper; Lead; Zinc,Copper; Lead; Zinc,Open pit,N,N,N,Y,N,N,N,N,N,,BA,"The current investigation seeks to detect, examine and evaluate changes in the periphyton and phytoplankton communities over a period of 15 year",Same site/pop- Before,Field + Lab analysis,in situ,Major phytoptankton species in Buttle Lake,Environmental,4-Biodiversity,4B-Fauna,4B-Species distribution,Lead-Zinc-Copper mine continuously discharged heavy metal mine tailsing into the lake,no,N/A,N/A,% biomass,Species biomass/distribution,Quantitative,Figure 6,,http://scholar.google.co.uk/scholar?q=Lake+algal+populations+and+physico-chemical+changes+after+14+years+input+of+metallic+mining+wastes&btnG=&hl=en&as_sdt=0%2C5
554,AS,,"Chalmers BA. 2006. Use of in situ hatch boxes containing cutthroat trout, Oncorhynchus clarki, embryos as a tool for environmental effects monitoring. MSc in Environment and Managament, Royal Roads University. ",Chalmers BA,"Use of in situ hatch boxes containing cutthroat trout, Oncorhynchus clarki, embryos as a tool for environmental effects monitoring",2006,Thesis,N/A,Canada,British Columbia,Buttle Lake,Myra Falls,49.576039,-125.6057699,Myra Falls,Multiple,Copper; Lead; Zinc,Copper; Lead; Zinc,Open pit,N,N,N,N,N,Y,N,N,N,,CI,"The potential usefulness of the
in-situ approach as an alternative EEM method was assessed by placing cutthroat trout embryos in hatch boxes in a creek that receives treated effluent from the Myra Falls Operations",Reference site/population,Field + Lab analysis,in situ,Cutthroat Trout (Oncorhynchus clarki) embryos,Environmental,4-Biodiversity,4B-Fauna,4B-Individual species,Testing potential usefulness of the in-situ arly life stage developmental tests for Metal Mining Effluent Regulation monitoring program,no,N/A,N/A,Growth; Survival,Growth/condition/survival,Quantitative,Table A1-8,,"http://scholar.google.co.uk/scholar?q=Use+of+in+situ+hatch+boxes+containing+cutthroat+trout,+Oncorhynchus+clarki,+embryos+as+a+tool+for+en&btnG=&hl=en&as_sdt=0%2C5"
124,AS,,"Veinott G, Sylvester P, Hamoutene D, Anderson MR, Meade J and Payne J. 2003. State of the marine environment at Little Bay Arm, Newfoundland and Labrador, Canada, 10 years after a ""do nothing"" response to a mine tailings spill. J. Environ. Monit. 5: 626-634","Veinott G, Sylvester P, Hamoutene D, Anderson MR, Meade J and Payne J","State of the marine environment at Little Bay Arm, Newfoundland and Labrador, Canada, 10 years after a ""do nothing"" response to a mine tailings spill",2003,Article,Journal of Environmental Monitoring,Canada,Newfoundland & Labrador,Little Bay Arm ,Dimmel,49.5967295,-55.9324897,Dimmel,Copper,N/A,Copper,Surface mine,N,N,N,N,N,N,N,Y,N,,CI,"Evaluate the state of the biotic and abiotic marine environment ten years after a ‘‘do nothing’’ response to this major mine tailings spill. Metal concentrations in the on-land tailings, beach material, marine sediment, and near shore biota were determined.",Reference site/population,Field + Lab analysis,in situ,Marine sediment,Environmental,2-Water,2D-Sediment,2D-Quality,Mine tailings spill into marine environment,no,N/A,N/A,Major element composition,Metal concentration,Quantitative,Table 3,,"http://scholar.google.co.uk/scholar?q=State+of+the+marine+environment+at+Little+Bay+Arm,+Newfoundland+and+Labrador,+Canada,+10+years+after&btnG=&hl=en&as_sdt=0%2C5"
124,AS,,"Veinott G, Sylvester P, Hamoutene D, Anderson MR, Meade J and Payne J. 2003. State of the marine environment at Little Bay Arm, Newfoundland and Labrador, Canada, 10 years after a ""do nothing"" response to a mine tailings spill. J. Environ. Monit. 5: 626-634","Veinott G, Sylvester P, Hamoutene D, Anderson MR, Meade J and Payne J","State of the marine environment at Little Bay Arm, Newfoundland and Labrador, Canada, 10 years after a ""do nothing"" response to a mine tailings spill",2003,Article,Journal of Environmental Monitoring,Canada,Newfoundland & Labrador,Little Bay Arm ,Dimmel,49.5967295,-55.9324897,Dimmel,Copper,N/A,Copper,Surface mine,N,N,N,N,N,N,N,Y,N,,CI,"Evaluate the state of the biotic and abiotic marine environment ten years after a ‘‘do nothing’’ response to this major mine tailings spill. Metal concentrations in the on-land tailings, beach material, marine sediment, and near shore biota were determined.",Reference site/population,Field + Lab analysis,in situ,Samples of mussels (Mytilus edulis) and soft shell clams (Mya arenaria) in the tidal zone around Little Bay Arm; Benthic communities,Environmental,4-Biodiversity,4B-Fauna,4B-Species groups,Mine tailings spill into marine environment,no,N/A,N/A,Major element composition; Community abundance,Species biomass/distribution,Quantitative,Table 6 + 7,,"http://scholar.google.co.uk/scholar?q=State+of+the+marine+environment+at+Little+Bay+Arm,+Newfoundland+and+Labrador,+Canada,+10+years+after&btnG=&hl=en&as_sdt=0%2C5"
105,AS,,Khokhryakov AV and Olkhovsky AM. 2000. Environmental problems of mining in the Ural region of Russia.  Singhal & Mehrotra (eds). Environmental Issues and Management of Waste in Energy and mineral Production. 637-642,Khokhryakov AV and Olkhovsky AM,Environmental problems of mining in the Ural,2003,Conf,N/A,Russia,Urals,Regional,Kachkanarsky; Visokogorsky,58.7657468,59.4984463,Multiple,Iron,N/A,Iron,Open pit,N,N,N,Y,N,N,N,N,N,,CI,Landsacpe study of the environmental situation in one of the oldest mining areas of Russia,Background values,Field + Lab analysis,in situ,Land disturbance,Environmental,5-Human environment,5A-Landscapes,5A-Other qualities,Industrial waste accumulation,no,N/A,N/A,Total land disturbances,Flow/landscape change,Quantitative,Figure 4,,http://scholar.google.co.uk/scholar?q=Environmental+problems+of+mining+in+the+Ural&btnG=&hl=en&as_sdt=0%2C5
124,AS,,"Veinott G, Sylvester P, Hamoutene D, Anderson MR, Meade J and Payne J. 2003. State of the marine environment at Little Bay Arm, Newfoundland and Labrador, Canada, 10 years after a ""do nothing"" response to a mine tailings spill. J. Environ. Monit. 5: 626-634","Veinott G, Sylvester P, Hamoutene D, Anderson MR, Meade J and Payne J","State of the marine environment at Little Bay Arm, Newfoundland and Labrador, Canada, 10 years after a ""do nothing"" response to a mine tailings spill",2003,Article,Journal of Environmental Monitoring,Canada,Newfoundland & Labrador,Little Bay Arm ,Dimmel,49.5967295,-55.9324897,Dimmel,Copper,N/A,Copper,Surface mine,N,N,N,N,N,N,N,Y,N,,CI,"Evaluate the state of the biotic and abiotic marine environment ten years after a ‘‘do nothing’’ response to this major mine tailings spill. Metal concentrations in the on-land tailings, beach material, marine sediment, and near shore biota were determined.",Reference site/population,Field + Lab analysis,in situ,Samples of seaweed (Fucus anceps and Ascophyllum nodosum),Environmental,4-Biodiversity,4A-Flora,4A-Species groups,Mine tailings spill into marine environment,no,N/A,N/A,Major element composition,Metal concentration,Quantitative,Figure 3,,"http://scholar.google.co.uk/scholar?q=State+of+the+marine+environment+at+Little+Bay+Arm,+Newfoundland+and+Labrador,+Canada,+10+years+after&btnG=&hl=en&as_sdt=0%2C5"
288,AS,,"Veinott G, Anderson MR, Sylvester PJ and Gani DO. 2001. Metal Concentrations in Bivalves Living in and Around Copper Mine Tailings Released After a Tailings Dam Breach. Bull. Environ. Contam. Toxicol. 67: 282-287.","Veinott G, Anderson MR, Sylvester PJ and Gani DO",Metal Concentrations in Bivalves Living in and Around Copper Mine Tailings Released After a Tailings Dam Breach,2001,Article,Bulletin of Environmental Contamination and Toxicology,Canada,Newfoundland & Labrador,Little Bay Arm ,Dimmel,49.5967295,-55.9324897,Dimmel,Copper,N/A,Copper,Surface mine,N,N,N,N,N,N,N,Y,N,,CI,Determine if mussels and clams in the area closest to the dam breach were accumulating metals found in the tailings and compare to USFDA levels of concern for metal concentrations in shellfish.,Background values,Field + Lab analysis,in situ,Sedmient collected from Little Bay Arm,Environmental,2-Water,2D-Sediment,2D-Quality,Failure of tailing pond dam and accompanying release of large amounts of metal contaminated material,no,N/A,N/A,Metal concentrations,Metal concentration,Quantitative,Table 1,,http://scholar.google.co.uk/scholar?q=Metal+Concentrations+in+Bivalves+Living+in+and+Around+Copper+Mine+Tailings+Released+After+a+Tailings&btnG=&hl=en&as_sdt=0%2C5
